time,buy_yuan_per_kwh,sell_yuan_per_kwh
16246800,0.178968,0.104985
16250400,0.177461,0.098255
16254000,0.225293,0.072202
16257600,0.264361,0.113752
16261200,0.233004,0.092210
16264800,0.589052,0.105333
16268400,0.497560,0.072857
16272000,0.480180,0.116051
16275600,0.482102,0.086932
16279200,0.484392,0.079609
16282800,0.520154,0.101500
16286400,0.571983,0.131939
16290000,0.552003,0.130243
16293600,0.535248,0.135631
16297200,0.553682,0.126303
16300800,0.850087,0.070727
16304400,1.108733,0.089191
16308000,1.199443,0.129676
16311600,1.192738,0.139881
16315200,1.329206,0.122834
16318800,1.195453,0.132858
16322400,0.998781,0.122331
16326000,0.650647,0.144974
16329600,0.600400,0.109210
16333200,0.246444,0.103973
16336800,0.189615,0.045994
16340400,0.216041,0.024622
16344000,0.272060,0.065352
16347600,0.298281,0.092423
16351200,0.591649,0.171249
16354800,0.568889,0.198209
16358400,0.599894,0.225363
16362000,0.617405,0.206506
16365600,0.523358,0.236204
16369200,0.594784,0.252420
16372800,0.575473,0.201530
16376400,0.515684,0.121714
16380000,0.563174,0.118342
16383600,0.511706,0.093083
16387200,0.828161,0.106901
16390800,1.006042,0.084347
16394400,1.135845,0.071316
16398000,1.271805,0.094092
16401600,1.288810,0.132277
16405200,1.315359,0.114495
16408800,1.156947,0.130731
16412400,0.692231,0.095803
16416000,0.730919,0.096285
16419600,0.347427,0.136790
16423200,0.343705,0.136099
16426800,0.302391,0.130111
16430400,0.306892,0.145841
16434000,0.271244,0.134694
16437600,0.488198,0.100774
16441200,0.489943,0.061488
16444800,0.518174,0.062182
16448400,0.570892,0.129609
16452000,0.588347,0.122979
16455600,0.637573,0.111308
16459200,0.633392,0.124964
16462800,0.656256,0.107188
16466400,0.702883,0.155129
16470000,0.669035,0.115253
16473600,0.939047,0.068636
16477200,0.886101,0.132743
16480800,0.892738,0.151309
16484400,0.997730,0.185226
16488000,0.970879,0.157342
16491600,1.056066,0.158100
16495200,0.895493,0.126602
16498800,0.593213,0.111499
16502400,0.568103,0.130803
16506000,0.238478,0.153938
16509600,0.257651,0.151161
16513200,0.311329,0.144715
16516800,0.233620,0.110320
16520400,0.223887,0.139996
16524000,0.592243,0.126801
16527600,0.673646,0.156266
16531200,0.680779,0.176324
16534800,0.668182,0.168948
16538400,0.694142,0.176888
16542000,0.724118,0.174761
16545600,0.677167,0.168636
16549200,0.648395,0.110755
16552800,0.659683,0.117342
16556400,0.737076,0.168345
16560000,1.072671,0.177146
16563600,1.202393,0.164551
16567200,1.194488,0.167585
16570800,1.239284,0.172073
16574400,1.199631,0.151023
16578000,1.164477,0.138289
16581600,0.938437,0.151527
16585200,0.614724,0.116005
16588800,0.579818,0.109053
16592400,0.245017,0.149586
16596000,0.225008,0.101055
16599600,0.297714,0.131338
16603200,0.265789,0.119604
16606800,0.239799,0.142340
16610400,0.542885,0.114327
16614000,0.588161,0.073315
16617600,0.495859,0.104816
16621200,0.442365,0.070159
16624800,0.594941,0.124117
16628400,0.609695,0.099348
16632000,0.557133,0.078739
16635600,0.549662,0.074165
16639200,0.528596,0.034668
16642800,0.583403,0.083262
16646400,1.027825,0.098815
16650000,1.199878,0.056769
16653600,1.159253,0.020000
16657200,1.214589,0.020000
16660800,1.143215,0.040314
16664400,1.077985,0.095574
16668000,0.803824,0.075477
16671600,0.380756,0.026845
16675200,0.408471,0.029734
16678800,0.050000,0.020000
16682400,0.096153,0.047186
16686000,0.058042,0.038042
16689600,0.050000,0.030000
16693200,0.050000,0.030000
16696800,0.344253,0.020000
16700400,0.388176,0.020000
16704000,0.475442,0.068298
16707600,0.471482,0.101118
16711200,0.514474,0.062273
16714800,0.533536,0.056012
16718400,0.545433,0.077465
16722000,0.551335,0.119897
16725600,0.568340,0.101350
16729200,0.565665,0.137026
16732800,0.908979,0.118553
16736400,1.046483,0.070419
16740000,0.961627,0.065091
16743600,1.062551,0.050258
16747200,1.115407,0.093322
16750800,1.094415,0.081945
16754400,0.929287,0.081700
16758000,0.591209,0.050191
16761600,0.511288,0.039398
16765200,0.163302,0.066366
16768800,0.169163,0.086928
16772400,0.127934,0.067507
16776000,0.082629,0.062629
16779600,0.090695,0.070695
16783200,0.490140,0.098578
16786800,0.464070,0.114224
16790400,0.578229,0.144231
16794000,0.602360,0.137830
16797600,0.675931,0.139245
16801200,0.702661,0.114531
16804800,0.738813,0.085392
16808400,0.692022,0.080087
16812000,0.544734,0.059884
16815600,0.548935,0.087638
16819200,0.905772,0.113909
16822800,1.063768,0.123488
16826400,1.096398,0.139370
16830000,1.161451,0.055379
16833600,1.172850,0.067533
16837200,1.196939,0.037109
16840800,0.981373,0.103730
16844400,0.560302,0.052914
16848000,0.622023,0.048469
16851600,0.290497,0.094065
16855200,0.233970,0.071456
16858800,0.226649,0.095397
16862400,0.195804,0.072781
16866000,0.200223,0.121391
16869600,0.491867,0.128789
16873200,0.438496,0.125607
16876800,0.478984,0.161732
16880400,0.490538,0.200503
16884000,0.571657,0.218987
16887600,0.610586,0.247844
16891200,0.594402,0.193911
16894800,0.553435,0.152982
16898400,0.565403,0.145431
16902000,0.589552,0.154078
16905600,0.999226,0.180218
16909200,1.115905,0.156862
16912800,1.177608,0.160349
16916400,1.146941,0.053798
16920000,1.165911,0.020000
16923600,1.128786,0.020000
16927200,0.856946,0.020000
16930800,0.499686,0.020000
16934400,0.539706,0.040910
16938000,0.189482,0.046974
16941600,0.183343,0.047883
16945200,0.187088,0.056881
16948800,0.143261,0.020000
16952400,0.193966,0.054229
16956000,0.543038,0.070101
16959600,0.526989,0.054045
16963200,0.560870,0.020649
16966800,0.525541,0.042284
16970400,0.533935,0.067965
16974000,0.617476,0.082923
16977600,0.676124,0.134202
16981200,0.642931,0.141687
16984800,0.641501,0.100624
16988400,0.657009,0.121452
16992000,0.868587,0.172433
16995600,0.975048,0.147340
16999200,0.969430,0.131460
17002800,0.951539,0.131545
17006400,0.976887,0.109437
17010000,1.059540,0.082262
17013600,0.908331,0.103550
17017200,0.508813,0.110978
17020800,0.557942,0.091676
17024400,0.223940,0.139194
17028000,0.228597,0.147934
17031600,0.244326,0.176122
17035200,0.294318,0.160723
17038800,0.230434,0.179413
17042400,0.574785,0.153966
17046000,0.564582,0.137320
17049600,0.541706,0.111551
17053200,0.561001,0.079299
17056800,0.615357,0.093907
17060400,0.631720,0.126022
17064000,0.623073,0.146463
17067600,0.586537,0.167160
17071200,0.608745,0.184414
17074800,0.575876,0.148393
17078400,0.902987,0.162464
17082000,1.069377,0.154346
17085600,1.121310,0.149202
17089200,1.007751,0.151954
17092800,0.970735,0.144604
17096400,0.840221,0.120398
17100000,0.790892,0.155004
17103600,0.480425,0.167833
17107200,0.480793,0.162214
17110800,0.079068,0.059068
17114400,0.176298,0.156298
17118000,0.184038,0.164038
17121600,0.172083,0.152083
17125200,0.195566,0.156401
17128800,0.507295,0.104504
17132400,0.508051,0.111543
17136000,0.545978,0.153844
17139600,0.691235,0.154577
17143200,0.697462,0.172622
17146800,0.748910,0.158223
17150400,0.789756,0.186648
17154000,0.763143,0.147681
17157600,0.717452,0.176191
17161200,0.753982,0.210051
17164800,1.016926,0.226473
17168400,1.262447,0.203187
17172000,1.221385,0.133087
17175600,1.031450,0.117143
17179200,1.018629,0.147688
17182800,1.087582,0.120843
17186400,0.925225,0.121764
17190000,0.630804,0.149421
17193600,0.598511,0.099031
17197200,0.222939,0.122922
17200800,0.204096,0.097563
17204400,0.185725,0.079502
17208000,0.192735,0.071003
17211600,0.237860,0.065556
17215200,0.572063,0.104623
17218800,0.561321,0.057300
17222400,0.541888,0.020000
17226000,0.492514,0.020000
17229600,0.470802,0.020000
17233200,0.471016,0.020000
17236800,0.570999,0.046338
17240400,0.602170,0.052339
17244000,0.538342,0.078501
17247600,0.394867,0.095095
17251200,0.803115,0.110038
17254800,0.948768,0.174359
17258400,1.054727,0.215561
17262000,1.011643,0.280944
17265600,1.074595,0.254935
17269200,1.110625,0.216632
17272800,0.952435,0.263565
17276400,0.604254,0.291221
17280000,0.584830,0.212588
17283600,0.240195,0.206213
17287200,0.212321,0.168423
17290800,0.221958,0.137574
17294400,0.220044,0.147015
17298000,0.189250,0.130871
17301600,0.634985,0.139651
17305200,0.599219,0.130013
17308800,0.590754,0.132688
17312400,0.583508,0.130411
17316000,0.608972,0.203965
17319600,0.563178,0.178558
17323200,0.572775,0.194467
17326800,0.590424,0.201180
17330400,0.584776,0.162931
17334000,0.491573,0.158133
17337600,0.982747,0.197786
17341200,1.116498,0.172962
17344800,1.170294,0.200800
17348400,1.062557,0.164432
17352000,1.053997,0.183401
17355600,1.005944,0.181457
17359200,0.924402,0.185176
17362800,0.576379,0.202373
17366400,0.640941,0.237588
17370000,0.269698,0.218981
17373600,0.267861,0.226594
17377200,0.233945,0.169290
17380800,0.265074,0.155441
17384400,0.229795,0.151893
17388000,0.503933,0.112372
17391600,0.416209,0.075470
17395200,0.389219,0.029114
17398800,0.382316,0.058474
17402400,0.369731,0.124380
17406000,0.358737,0.092615
17409600,0.311219,0.084802
17413200,0.327936,0.091786
17416800,0.439007,0.113315
17420400,0.484558,0.122186
17424000,0.890566,0.173408
17427600,1.005379,0.260685
17431200,0.918781,0.305076
17434800,0.891256,0.306135
17438400,0.945773,0.285901
17442000,1.024838,0.252466
17445600,0.968688,0.281494
17449200,0.666166,0.258100
17452800,0.596427,0.263135
17456400,0.262427,0.242427
17460000,0.239918,0.212224
17463600,0.213859,0.177007
17467200,0.289327,0.205962
17470800,0.240638,0.199109
17474400,0.588272,0.201398
17478000,0.621739,0.175649
17481600,0.545585,0.139682
17485200,0.544704,0.134374
17488800,0.535844,0.124060
17492400,0.523442,0.096416
17496000,0.457656,0.062350
17499600,0.485135,0.044134
17503200,0.528137,0.069278
17506800,0.561945,0.105782
17510400,0.842836,0.043685
17514000,0.994347,0.020000
17517600,0.945070,0.020000
17521200,0.945857,0.051476
17524800,1.123633,0.041949
17528400,1.103312,0.020000
17532000,0.864255,0.020000
17535600,0.526843,0.020000
17539200,0.500449,0.020000
17542800,0.147404,0.065399
17546400,0.141410,0.087765
17550000,0.149754,0.107710
17553600,0.219084,0.150492
17557200,0.241285,0.144110
17560800,0.601394,0.146989
17564400,0.538750,0.116717
17568000,0.508957,0.136654
17571600,0.529494,0.116182
17575200,0.518690,0.136310
17578800,0.544410,0.125241
17582400,0.559114,0.129603
17586000,0.537904,0.126641
17589600,0.563129,0.161009
17593200,0.615344,0.145492
17596800,0.934471,0.103729
17600400,1.143021,0.087660
17604000,1.177771,0.128146
17607600,1.030576,0.117781
17611200,0.964942,0.085442
17614800,0.928473,0.020528
17618400,0.730300,0.056953
17622000,0.402367,0.039477
17625600,0.458241,0.076531
17629200,0.165594,0.092721
17632800,0.178501,0.136717
17636400,0.175574,0.145478
17640000,0.119417,0.099417
17643600,0.112448,0.092448
17647200,0.499221,0.128635
17650800,0.535079,0.171728
17654400,0.630752,0.164396
17658000,0.680202,0.169560
17661600,0.702479,0.170043
17665200,0.653193,0.188542
17668800,0.606667,0.124681
17672400,0.616903,0.122260
17676000,0.593258,0.137281
17679600,0.626127,0.133197
17683200,0.969070,0.146886
17686800,1.006342,0.127144
17690400,1.118650,0.151762
17694000,1.139640,0.193841
17697600,1.010867,0.128052
17701200,0.991684,0.100013
17704800,0.860438,0.106118
17708400,0.585527,0.108048
17712000,0.584932,0.109756
17715600,0.266970,0.140385
17719200,0.245941,0.117682
17722800,0.216731,0.141754
17726400,0.153116,0.090778
17730000,0.198968,0.111771
17733600,0.599216,0.124897
17737200,0.618524,0.109361
17740800,0.668000,0.140973
17744400,0.668301,0.130375
17748000,0.678324,0.148117
17751600,0.624525,0.086100
17755200,0.657122,0.085837
17758800,0.671992,0.106887
17762400,0.630241,0.087019
17766000,0.614895,0.068735
17769600,0.999336,0.132810
17773200,1.004613,0.142454
17776800,1.053653,0.165477
17780400,0.964098,0.149213
17784000,1.021295,0.130011
17787600,1.005170,0.199258
17791200,0.858001,0.153955
17794800,0.479640,0.155845
17798400,0.499268,0.159969
17802000,0.214285,0.157450
17805600,0.264232,0.149223
17809200,0.291085,0.175871
17812800,0.270883,0.156246
17816400,0.291640,0.165060
17820000,0.650109,0.113174
17823600,0.589610,0.069094
17827200,0.602144,0.078873
17830800,0.513354,0.082546
17834400,0.541671,0.071559
17838000,0.641896,0.114283
17841600,0.644058,0.140837
17845200,0.558254,0.120283
17848800,0.608762,0.152823
17852400,0.548089,0.146924
17856000,0.876650,0.139356
17859600,1.073278,0.171998
17863200,1.104359,0.216529
17866800,1.053977,0.152620
17870400,1.020239,0.182164
17874000,1.029999,0.121643
17877600,0.889064,0.131571
17881200,0.493281,0.103768
17884800,0.507145,0.141038
17888400,0.192230,0.155534
17892000,0.175216,0.127834
17895600,0.154879,0.134879
17899200,0.211621,0.168019
17902800,0.151587,0.131587
17906400,0.477330,0.149893
17910000,0.444609,0.104599
17913600,0.490364,0.134585
17917200,0.555542,0.167340
17920800,0.619852,0.161259
17924400,0.610425,0.185598
17928000,0.636310,0.181794
17931600,0.633729,0.177691
17935200,0.530458,0.131863
17938800,0.620366,0.126246
17942400,0.902073,0.151570
17946000,1.106583,0.158712
17949600,1.114756,0.107433
17953200,1.144043,0.122212
17956800,1.110162,0.211725
17960400,1.194197,0.215872
17964000,0.934655,0.199039
17967600,0.554059,0.166450
17971200,0.541143,0.147252
17974800,0.168850,0.129854
17978400,0.192375,0.117698
17982000,0.204327,0.111311
17985600,0.177064,0.102073
17989200,0.194002,0.066790
17992800,0.572090,0.126947
17996400,0.562613,0.114347
18000000,0.565268,0.113629
18003600,0.548387,0.111773
18007200,0.514476,0.098714
18010800,0.516311,0.067239
18014400,0.560326,0.076992
18018000,0.487450,0.083002
18021600,0.467309,0.100943
18025200,0.481800,0.093690
18028800,0.806760,0.110276
18032400,0.993211,0.127695
18036000,1.082612,0.134941
18039600,1.018682,0.218800
18043200,0.921062,0.258371
18046800,1.093249,0.288635
18050400,0.940832,0.251481
18054000,0.546642,0.219612
18057600,0.539837,0.218550
18061200,0.209103,0.189103
18064800,0.186835,0.166835
18068400,0.193987,0.173987
18072000,0.203093,0.183093
18075600,0.261244,0.200447
18079200,0.598172,0.191708
18082800,0.554034,0.197939
18086400,0.517634,0.162175
18090000,0.417705,0.142516
18093600,0.454318,0.190396
18097200,0.470389,0.201840
18100800,0.522311,0.189514
18104400,0.477997,0.176862
18108000,0.513482,0.142556
18111600,0.544821,0.125746
18115200,0.952405,0.050236
18118800,1.070496,0.020000
18122400,1.135184,0.021250
18126000,1.047489,0.024287
18129600,1.086399,0.021114
18133200,1.062131,0.029469
18136800,0.802700,0.020000
18140400,0.426720,0.020000
18144000,0.440645,0.020000
18147600,0.098993,0.021258
18151200,0.153483,0.083331
18154800,0.103940,0.083940
18158400,0.051579,0.031579
18162000,0.093548,0.056002
18165600,0.484250,0.036693
18169200,0.474288,0.070728
18172800,0.516643,0.078668
18176400,0.577655,0.099990
18180000,0.597878,0.118351
18183600,0.615270,0.133945
18187200,0.628565,0.105794
18190800,0.617508,0.114438
18194400,0.625537,0.123225
18198000,0.599954,0.148673
18201600,0.934877,0.159928
18205200,1.060611,0.158028
18208800,1.078468,0.198735
18212400,1.111299,0.184629
18216000,1.037532,0.185659
18219600,1.108556,0.152738
18223200,0.927674,0.128858
18226800,0.544228,0.094782
18230400,0.528272,0.096672
18234000,0.169949,0.081415
18237600,0.124883,0.073386
18241200,0.182590,0.106600
18244800,0.141447,0.087330
18248400,0.188949,0.086863
18252000,0.513571,0.088283
18255600,0.530106,0.081465
18259200,0.618893,0.100504
18262800,0.574567,0.047743
18266400,0.647282,0.101708
18270000,0.664826,0.145921
18273600,0.648476,0.120112
18277200,0.614323,0.089350
18280800,0.671244,0.119344
18284400,0.624705,0.142763
18288000,0.928293,0.184341
18291600,1.057404,0.147425
18295200,1.089387,0.154026
18298800,1.098966,0.189971
18302400,1.134176,0.202130
18306000,1.231687,0.214712
18309600,1.027019,0.184657
18313200,0.653605,0.195029
18316800,0.590717,0.228569
18320400,0.264053,0.190259
18324000,0.288624,0.175601
18327600,0.297732,0.181206
18331200,0.251195,0.165643
18334800,0.259061,0.154599
18338400,0.623341,0.129550
18342000,0.625548,0.146731
18345600,0.637115,0.151603
18349200,0.727386,0.171776
18352800,0.669914,0.166226
18356400,0.613288,0.152225
18360000,0.554814,0.111001
18363600,0.648175,0.158568
18367200,0.701543,0.155187
18370800,0.683948,0.177750
18374400,0.994971,0.163828
18378000,1.074821,0.134072
18381600,1.135696,0.128074
18385200,1.071249,0.130070
18388800,1.044323,0.110800
18392400,1.108961,0.104253
18396000,0.958011,0.106923
18399600,0.567733,0.093940
18403200,0.571838,0.112225
18406800,0.260694,0.122248
18410400,0.285687,0.090650
18414000,0.297295,0.122321
18417600,0.280238,0.100261
18421200,0.276320,0.138438
18424800,0.609959,0.133137
18428400,0.642081,0.138058
18432000,0.629200,0.121138
18435600,0.562733,0.116210
18439200,0.537726,0.128597
18442800,0.525187,0.097938
18446400,0.527346,0.099257
18450000,0.598042,0.077146
18453600,0.615311,0.086303
18457200,0.692832,0.145060
18460800,1.056248,0.155702
18464400,1.197370,0.141728
18468000,1.128449,0.155236
18471600,1.123653,0.163492
18475200,1.091326,0.161974
18478800,0.988334,0.151441
18482400,0.841100,0.186749
18486000,0.483329,0.167429
18489600,0.514391,0.106352
18493200,0.189727,0.118942
18496800,0.172553,0.092709
18500400,0.210723,0.109528
18504000,0.225571,0.128680
18507600,0.137593,0.093525
18511200,0.511998,0.123286
18514800,0.557781,0.126191
18518400,0.476515,0.139818
18522000,0.473094,0.103269
18525600,0.542411,0.091751
18529200,0.546178,0.122635
18532800,0.560709,0.139295
18536400,0.495011,0.115648
18540000,0.563912,0.111821
18543600,0.554648,0.076357
18547200,0.936788,0.161513
18550800,1.185165,0.204208
18554400,1.222027,0.194544
18558000,1.156307,0.204671
18561600,1.090598,0.135482
18565200,1.109145,0.116449
18568800,0.940039,0.105990
18572400,0.478659,0.055392
18576000,0.466091,0.054043
18579600,0.080162,0.049299
18583200,0.169884,0.118430
18586800,0.182985,0.087980
18590400,0.154827,0.115817
18594000,0.144820,0.119758
18597600,0.444119,0.082493
18601200,0.425785,0.083067
18604800,0.510947,0.122060
18608400,0.585963,0.082366
18612000,0.600546,0.080127
18615600,0.605850,0.098957
18619200,0.581468,0.087198
18622800,0.533239,0.072694
18626400,0.596247,0.054260
18630000,0.575709,0.021079
18633600,1.042229,0.062411
18637200,1.284046,0.156729
18640800,1.113724,0.196261
18644400,1.082418,0.204990
18648000,1.057868,0.146531
18651600,1.082149,0.115750
18655200,0.932816,0.101571
18658800,0.690418,0.078834
18662400,0.655360,0.102068
18666000,0.301878,0.136981
18669600,0.316919,0.143145
18673200,0.316835,0.150025
18676800,0.283755,0.140032
18680400,0.261086,0.153953
18684000,0.601383,0.139685
18687600,0.604591,0.093498
18691200,0.605017,0.071139
18694800,0.612959,0.088676
18698400,0.651520,0.073599
18702000,0.657655,0.062745
18705600,0.660898,0.107845
18709200,0.590562,0.112610
18712800,0.551799,0.095078
18716400,0.553324,0.085184
18720000,0.897492,0.114509
18723600,1.039830,0.120383
18727200,0.952885,0.107852
18730800,0.874608,0.048449
18734400,0.776838,0.078443
18738000,0.817295,0.066730
18741600,0.633688,0.110171
18745200,0.301970,0.110319
18748800,0.319616,0.096266
18752400,0.050000,0.030000
18756000,0.050000,0.030000
18759600,0.089510,0.069510
18763200,0.075440,0.055440
18766800,0.112513,0.092513
18770400,0.489188,0.094540
18774000,0.450726,0.047899
18777600,0.433185,0.030110
18781200,0.534823,0.078574
18784800,0.562134,0.060333
18788400,0.578571,0.043466
18792000,0.618521,0.087751
18795600,0.543915,0.092834
18799200,0.599511,0.111953
18802800,0.625492,0.115830
18806400,1.006502,0.103217
18810000,1.150135,0.028971
18813600,1.118522,0.020000
18817200,1.098800,0.095765
18820800,1.148493,0.153199
18824400,1.123562,0.138733
18828000,1.019745,0.088347
18831600,0.603063,0.122523
18835200,0.533469,0.087890
18838800,0.228646,0.075351
18842400,0.213951,0.106676
18846000,0.213720,0.118953
18849600,0.203080,0.130698
18853200,0.196649,0.096225
18856800,0.506596,0.101084
18860400,0.477793,0.075759
18864000,0.510803,0.041638
18867600,0.480713,0.035702
18871200,0.532353,0.082086
18874800,0.575072,0.098263
18878400,0.629600,0.124349
18882000,0.647059,0.148068
18885600,0.786597,0.166198
18889200,0.768719,0.142906
18892800,1.107366,0.123712
18896400,1.137218,0.082888
18900000,1.135873,0.118297
18903600,1.215525,0.101810
18907200,1.298864,0.087681
18910800,1.354970,0.082067
18914400,1.182272,0.026890
18918000,0.721245,0.035801
18921600,0.761258,0.060060
18925200,0.363081,0.088163
18928800,0.315999,0.128021
18932400,0.295668,0.109687
18936000,0.277195,0.104514
18939600,0.268273,0.075615
18943200,0.619881,0.066478
18946800,0.644652,0.095121
18950400,0.603220,0.095740
18954000,0.600036,0.107912
18957600,0.518833,0.119899
18961200,0.442493,0.111565
18964800,0.479866,0.082007
18968400,0.484848,0.092541
18972000,0.549506,0.099185
18975600,0.620409,0.151451
18979200,0.925719,0.180681
18982800,1.134027,0.266258
18986400,1.052796,0.228838
18990000,0.951728,0.230631
18993600,0.991335,0.257314
18997200,0.956607,0.220974
19000800,0.814444,0.261473
19004400,0.558730,0.241538
19008000,0.517768,0.252606
19011600,0.175441,0.155441
19015200,0.158520,0.138520
19018800,0.178525,0.158525
19022400,0.171777,0.151777
19026000,0.174490,0.154490
19029600,0.486917,0.112360
19033200,0.480772,0.118012
19036800,0.504343,0.103544
19040400,0.597079,0.120494
19044000,0.598625,0.096197
19047600,0.580554,0.137762
19051200,0.596032,0.176905
19054800,0.687596,0.150574
19058400,0.653964,0.146315
19062000,0.685938,0.108901
19065600,0.972310,0.109490
19069200,1.140597,0.158213
19072800,1.176729,0.137218
19076400,1.167543,0.115761
19080000,1.123557,0.159769
19083600,1.055584,0.148878
19087200,0.987884,0.121680
19090800,0.662791,0.124278
19094400,0.710210,0.172390
19098000,0.360297,0.126176
19101600,0.323885,0.140557
19105200,0.314241,0.130727
19108800,0.347804,0.140694
19112400,0.371127,0.167828
19116000,0.664739,0.154503
19119600,0.610071,0.149304
19123200,0.637132,0.165602
19126800,0.640810,0.144952
19130400,0.650960,0.154715
19134000,0.701270,0.171922
19137600,0.721146,0.185958
19141200,0.744347,0.144880
19144800,0.612039,0.126556
19148400,0.598402,0.086649
19152000,0.953097,0.065029
19155600,0.979909,0.051708
19159200,0.969109,0.123533
19162800,0.910378,0.106424
19166400,0.956337,0.070321
19170000,1.067862,0.092918
19173600,1.018057,0.067152
19177200,0.613259,0.067353
19180800,0.601984,0.065910
19184400,0.275104,0.108506
19188000,0.259322,0.099597
19191600,0.284816,0.144338
19195200,0.268526,0.120779
19198800,0.287018,0.115550
19202400,0.682550,0.139886
19206000,0.647867,0.166144
19209600,0.689302,0.197369
19213200,0.716343,0.207337
19216800,0.723001,0.190061
19220400,0.764493,0.219533
19224000,0.763335,0.210268
19227600,0.723404,0.158009
19231200,0.710041,0.157245
19234800,0.590166,0.122483
19238400,0.927396,0.169772
19242000,1.042910,0.154592
19245600,0.971915,0.176599
19249200,1.071989,0.139519
19252800,1.119678,0.165999
19256400,1.131956,0.214562
19260000,0.958559,0.202246
19263600,0.639273,0.222153
19267200,0.648791,0.226480
19270800,0.282120,0.247164
19274400,0.286115,0.216732
19278000,0.313844,0.214330
19281600,0.240861,0.182284
19285200,0.226904,0.177885
19288800,0.533873,0.147228
19292400,0.529151,0.135964
19296000,0.491943,0.109447
19299600,0.494662,0.134014
19303200,0.573619,0.115922
19306800,0.583458,0.179229
19310400,0.572609,0.167936
19314000,0.659187,0.187072
19317600,0.615348,0.162664
19321200,0.660635,0.143209
19324800,0.968122,0.127591
19328400,1.255747,0.162479
19332000,1.268798,0.156960
19335600,1.273989,0.225505
19339200,1.242192,0.212675
19342800,1.157318,0.186098
19346400,1.015054,0.219724
19350000,0.707275,0.226532
19353600,0.699665,0.225865
19357200,0.338689,0.225802
19360800,0.316442,0.197383
19364400,0.347900,0.216874
19368000,0.334611,0.186975
19371600,0.318908,0.177703
19375200,0.604465,0.162022
19378800,0.592973,0.139864
19382400,0.663721,0.181787
19386000,0.677052,0.164556
19389600,0.624612,0.153374
19393200,0.627293,0.168681
19396800,0.563448,0.134158
19400400,0.566867,0.167001
19404000,0.637727,0.132508
19407600,0.570861,0.133816
19411200,0.858018,0.184779
19414800,0.938725,0.086573
19418400,0.960788,0.051140
19422000,1.031035,0.040974
19425600,1.082343,0.110184
19429200,1.157237,0.156812
19432800,0.923175,0.169872
19436400,0.590950,0.135507
19440000,0.571287,0.141307
19443600,0.250094,0.159859
19447200,0.181202,0.115296
19450800,0.165610,0.093919
19454400,0.165018,0.082612
19458000,0.227473,0.117348
19461600,0.539074,0.156385
19465200,0.515864,0.095401
19468800,0.465802,0.085687
19472400,0.508677,0.101659
19476000,0.578463,0.134787
19479600,0.657867,0.162822
19483200,0.630879,0.150165
19486800,0.686164,0.164144
19490400,0.716052,0.115283
19494000,0.612525,0.136588
19497600,0.995952,0.125083
19501200,1.208188,0.098684
19504800,1.156362,0.099889
19508400,1.079206,0.159743
19512000,1.167099,0.142400
19515600,1.075699,0.186818
19519200,0.928504,0.254152
19522800,0.561250,0.256802
19526400,0.581628,0.217397
19530000,0.192768,0.172165
19533600,0.189951,0.169951
19537200,0.189626,0.166852
19540800,0.231617,0.167131
19544400,0.312631,0.175452
19548000,0.605583,0.180142
19551600,0.629373,0.206532
19555200,0.552962,0.188954
19558800,0.582249,0.182610
19562400,0.543194,0.178903
19566000,0.546497,0.218993
19569600,0.531450,0.202526
19573200,0.509975,0.140633
19576800,0.551911,0.158865
19580400,0.592799,0.153083
19584000,0.942923,0.188911
19587600,0.968208,0.137677
19591200,1.066947,0.103556
19594800,1.050699,0.080612
19598400,1.163840,0.137061
19602000,1.098268,0.032095
19605600,0.830220,0.065861
19609200,0.469810,0.025040
19612800,0.523657,0.062516
19616400,0.186170,0.080532
19620000,0.179539,0.084931
19623600,0.132436,0.074405
19627200,0.208911,0.105925
19630800,0.173533,0.106497
19634400,0.512921,0.077554
19638000,0.525681,0.046121
19641600,0.466576,0.073757
19645200,0.529777,0.097737
19648800,0.572620,0.140498
19652400,0.590161,0.124563
19656000,0.633918,0.116807
19659600,0.598718,0.028432
19663200,0.528994,0.024473
19666800,0.546442,0.033954
19670400,0.871196,0.081927
19674000,1.050184,0.123419
19677600,1.118508,0.134235
19681200,1.193609,0.157869
19684800,1.189271,0.085420
19688400,1.260150,0.050355
19692000,1.077037,0.057363
19695600,0.683987,0.053757
19699200,0.679866,0.035098
19702800,0.285828,0.038185
19706400,0.268518,0.044254
19710000,0.248689,0.070953
19713600,0.214759,0.063952
19717200,0.253969,0.082860
19720800,0.638108,0.070050
19724400,0.566078,0.077051
19728000,0.567844,0.131712
19731600,0.574607,0.185049
19735200,0.582888,0.163589
19738800,0.668561,0.157010
19742400,0.686117,0.148902
19746000,0.730908,0.163822
19749600,0.788877,0.149042
19753200,0.713283,0.129018
19756800,0.966030,0.120773
19760400,1.036969,0.137178
19764000,1.039743,0.157523
19767600,0.854709,0.131479
19771200,0.854952,0.058959
19774800,0.843435,0.122506
19778400,0.762699,0.113020
19782000,0.448516,0.086530
19785600,0.457028,0.096977
19789200,0.126690,0.094583
19792800,0.176206,0.109846
19796400,0.185296,0.119628
19800000,0.175833,0.119892
19803600,0.115341,0.095341
19807200,0.469027,0.134072
19810800,0.474866,0.158379
19814400,0.493446,0.162906
19818000,0.455244,0.150960
19821600,0.431969,0.118794
19825200,0.437218,0.180022
19828800,0.466157,0.155063
19832400,0.511464,0.146087
19836000,0.544088,0.141625
