time,band,buy_da,sell_da,buy_realized,sell_realized,eps_buy,eps_sell
14702400,F,0.634570,0.187500,0.670243,0.182240,0.035673,-0.005260
14706000,F,0.634570,0.187500,0.700882,0.223585,0.066312,0.036085
14709600,F,0.634570,0.187500,0.646107,0.213884,0.011537,0.026384
14713200,V,0.283590,0.187500,0.260099,0.233968,-0.023491,0.046468
14716800,V,0.283590,0.187500,0.258107,0.232790,-0.025483,0.045290
14720400,V,0.283590,0.187500,0.286672,0.226295,0.003082,0.038795
14724000,V,0.283590,0.187500,0.381697,0.255378,0.098107,0.067878
14727600,V,0.283590,0.187500,0.361139,0.238765,0.077549,0.051265
14731200,F,0.634570,0.187500,0.681378,0.276435,0.046808,0.088935
14734800,F,0.634570,0.187500,0.662727,0.274476,0.028157,0.086976
14738400,F,0.634570,0.187500,0.698705,0.287992,0.064135,0.100492
14742000,F,0.634570,0.187500,0.599493,0.243239,-0.035077,0.055739
14745600,P,0.985550,0.187500,0.988819,0.216302,0.003269,0.028802
14749200,S,1.135970,0.187500,1.228974,0.258321,0.093004,0.070821
14752800,S,1.135970,0.187500,1.248668,0.250067,0.112698,0.062567
14756400,S,1.135970,0.187500,1.239682,0.268639,0.103712,0.081139
14760000,S,1.135970,0.187500,1.288187,0.262198,0.152217,0.074698
14763600,S,1.135970,0.187500,1.270389,0.232834,0.134419,0.045334
14767200,P,0.985550,0.187500,1.090572,0.317960,0.105022,0.130460
14770800,F,0.634570,0.187500,0.787120,0.285221,0.152550,0.097721
14774400,F,0.634570,0.187500,0.755853,0.267956,0.121283,0.080456
14778000,F,0.634570,0.187500,0.768816,0.238432,0.134246,0.050932
14781600,F,0.634570,0.187500,0.673617,0.249426,0.039047,0.061926
14785200,F,0.634570,0.187500,0.714698,0.218969,0.080128,0.031469
14788800,F,0.634570,0.187500,0.790366,0.270410,0.155796,0.082910
14792400,F,0.634570,0.187500,0.794974,0.292036,0.160404,0.104536
14796000,F,0.634570,0.187500,0.776665,0.263939,0.142095,0.076439
14799600,V,0.283590,0.187500,0.436416,0.253341,0.152826,0.065841
14803200,V,0.283590,0.187500,0.379954,0.218895,0.096364,0.031395
14806800,V,0.283590,0.187500,0.380916,0.237150,0.097326,0.049650
14810400,V,0.283590,0.187500,0.352143,0.218946,0.068553,0.031446
14814000,V,0.283590,0.187500,0.333393,0.258007,0.049803,0.070507
14817600,F,0.634570,0.187500,0.743821,0.287847,0.109251,0.100347
14821200,F,0.634570,0.187500,0.786328,0.310447,0.151758,0.122947
14824800,F,0.634570,0.187500,0.765226,0.338451,0.130656,0.150951
14828400,F,0.634570,0.187500,0.719581,0.277884,0.085011,0.090384
14832000,P,0.985550,0.187500,1.021180,0.258474,0.035630,0.070974
14835600,S,1.135970,0.187500,1.251095,0.299714,0.115125,0.112214
14839200,S,1.135970,0.187500,1.143051,0.248315,0.007081,0.060815
14842800,S,1.135970,0.187500,1.176667,0.252139,0.040697,0.064639
14846400,S,1.135970,0.187500,1.218858,0.269998,0.082888,0.082498
14850000,S,1.135970,0.187500,1.232212,0.297407,0.096242,0.109907
14853600,P,0.985550,0.187500,1.136521,0.319691,0.150971,0.132191
14857200,F,0.634570,0.187500,0.754059,0.334775,0.119489,0.147275
14860800,F,0.634570,0.187500,0.769766,0.354248,0.135196,0.166748
14864400,F,0.634570,0.187500,0.731919,0.337547,0.097349,0.150047
14868000,F,0.634570,0.187500,0.770923,0.319101,0.136353,0.131601
14871600,F,0.634570,0.187500,0.703433,0.295487,0.068863,0.107987
14875200,F,0.634570,0.187500,0.685995,0.279114,0.051425,0.091614
14878800,F,0.634570,0.187500,0.658072,0.253748,0.023502,0.066248
14882400,F,0.634570,0.187500,0.617316,0.200485,-0.017254,0.012985
14886000,V,0.283590,0.187500,0.240750,0.194274,-0.042840,0.006774
14889600,V,0.283590,0.187500,0.267989,0.153453,-0.015601,-0.034047
14893200,V,0.283590,0.187500,0.273296,0.161955,-0.010294,-0.025545
14896800,V,0.283590,0.187500,0.237801,0.144985,-0.045789,-0.042515
14900400,V,0.283590,0.187500,0.251025,0.149731,-0.032565,-0.037769
14904000,F,0.634570,0.187500,0.611760,0.179510,-0.022810,-0.007990
14907600,F,0.634570,0.187500,0.788994,0.206799,0.154424,0.019299
14911200,F,0.634570,0.187500,0.768449,0.209373,0.133879,0.021873
14914800,F,0.634570,0.187500,0.734724,0.231400,0.100154,0.043900
14918400,P,0.985550,0.187500,1.187200,0.239254,0.201650,0.051754
14922000,S,1.135970,0.187500,1.180110,0.268859,0.044140,0.081359
14925600,S,1.135970,0.187500,1.216903,0.304688,0.080933,0.117188
14929200,S,1.135970,0.187500,1.355838,0.266870,0.219868,0.079370
14932800,S,1.135970,0.187500,1.351323,0.281558,0.215353,0.094058
14936400,S,1.135970,0.187500,1.204077,0.288285,0.068107,0.100785
14940000,P,0.985550,0.187500,1.006827,0.206701,0.021277,0.019201
14943600,F,0.634570,0.187500,0.708764,0.170552,0.074194,-0.016948
14947200,F,0.634570,0.187500,0.739729,0.215702,0.105159,0.028202
14950800,F,0.634570,0.187500,0.693775,0.225624,0.059205,0.038124
14954400,F,0.634570,0.187500,0.691383,0.257922,0.056813,0.070422
14958000,F,0.634570,0.187500,0.643139,0.221976,0.008569,0.034476
14961600,F,0.634570,0.187500,0.657502,0.232185,0.022932,0.044685
14965200,F,0.634570,0.187500,0.719930,0.208799,0.085360,0.021299
14968800,F,0.634570,0.187500,0.773040,0.229948,0.138470,0.042448
14972400,V,0.283590,0.187500,0.436501,0.242724,0.152911,0.055224
14976000,V,0.283590,0.187500,0.377590,0.238715,0.094000,0.051215
14979600,V,0.283590,0.187500,0.359004,0.268866,0.075414,0.081366
14983200,V,0.283590,0.187500,0.352648,0.256846,0.069058,0.069346
14986800,V,0.283590,0.187500,0.336454,0.296164,0.052864,0.108664
14990400,F,0.634570,0.187500,0.664414,0.270380,0.029844,0.082880
14994000,F,0.634570,0.187500,0.675358,0.274452,0.040788,0.086952
14997600,F,0.634570,0.187500,0.602384,0.246338,-0.032186,0.058838
15001200,F,0.634570,0.187500,0.577422,0.256305,-0.057148,0.068805
15004800,P,0.985550,0.187500,0.930842,0.270281,-0.054708,0.082781
15008400,S,1.135970,0.187500,1.142893,0.209982,0.006923,0.022482
15012000,S,1.135970,0.187500,1.252630,0.218264,0.116660,0.030764
15015600,S,1.135970,0.187500,1.292531,0.252946,0.156561,0.065446
15019200,S,1.135970,0.187500,1.268427,0.210997,0.132457,0.023497
15022800,S,1.135970,0.187500,1.227246,0.256367,0.091276,0.068867
15026400,P,0.985550,0.187500,0.982649,0.258833,-0.002901,0.071333
15030000,F,0.634570,0.187500,0.603787,0.262751,-0.030783,0.075251
15033600,F,0.634570,0.187500,0.658993,0.284000,0.024423,0.096500
15037200,F,0.634570,0.187500,0.655133,0.259282,0.020563,0.071782
15040800,F,0.634570,0.187500,0.591411,0.281319,-0.043159,0.093819
15044400,F,0.634570,0.187500,0.561188,0.257403,-0.073382,0.069903
15048000,F,0.634570,0.187500,0.625495,0.283184,-0.009075,0.095684
15051600,F,0.634570,0.187500,0.627745,0.264268,-0.006825,0.076768
15055200,F,0.634570,0.187500,0.561544,0.257258,-0.073026,0.069758
15058800,V,0.283590,0.187500,0.286422,0.250197,0.002832,0.062697
15062400,V,0.283590,0.187500,0.303534,0.262871,0.019944,0.075371
15066000,V,0.283590,0.187500,0.293023,0.227048,0.009433,0.039548
15069600,V,0.283590,0.187500,0.320585,0.260616,0.036995,0.073116
15073200,V,0.283590,0.187500,0.297111,0.245274,0.013521,0.057774
15076800,F,0.634570,0.187500,0.621133,0.268192,-0.013437,0.080692
15080400,F,0.634570,0.187500,0.716312,0.266413,0.081742,0.078913
15084000,F,0.634570,0.187500,0.772415,0.270221,0.137845,0.082721
15087600,F,0.634570,0.187500,0.778232,0.226825,0.143662,0.039325
15091200,P,0.985550,0.187500,1.143228,0.196367,0.157678,0.008867
15094800,S,1.135970,0.187500,1.232495,0.252667,0.096525,0.065167
15098400,S,1.135970,0.187500,1.297791,0.236381,0.161821,0.048881
15102000,S,1.135970,0.187500,1.195878,0.117289,0.059908,-0.070211
15105600,S,1.135970,0.187500,1.229003,0.118383,0.093033,-0.069117
15109200,S,1.135970,0.187500,1.095253,0.095721,-0.040717,-0.091779
15112800,P,0.985550,0.187500,0.876773,0.120072,-0.108777,-0.067428
15116400,F,0.634570,0.187500,0.546234,0.125861,-0.088336,-0.061639
15120000,F,0.634570,0.187500,0.504220,0.166569,-0.130350,-0.020931
15123600,F,0.634570,0.187500,0.454543,0.175324,-0.180027,-0.012176
15127200,F,0.634570,0.187500,0.507976,0.199546,-0.126594,0.012046
15130800,F,0.634570,0.187500,0.614386,0.211552,-0.020184,0.024052
15134400,F,0.634570,0.187500,0.657038,0.184108,0.022468,-0.003392
15138000,F,0.634570,0.187500,0.633761,0.195406,-0.000809,0.007906
15141600,F,0.634570,0.187500,0.652433,0.202880,0.017863,0.015380
15145200,V,0.283590,0.187500,0.358254,0.234795,0.074664,0.047295
15148800,V,0.283590,0.187500,0.386653,0.273979,0.103063,0.086479
15152400,V,0.283590,0.187500,0.375052,0.306833,0.091462,0.119333
15156000,V,0.283590,0.187500,0.377994,0.300234,0.094404,0.112734
15159600,V,0.283590,0.187500,0.404265,0.309806,0.120675,0.122306
15163200,F,0.634570,0.187500,0.756150,0.291164,0.121580,0.103664
15166800,F,0.634570,0.187500,0.735607,0.274815,0.101037,0.087315
15170400,F,0.634570,0.187500,0.698237,0.235781,0.063667,0.048281
15174000,F,0.634570,0.187500,0.723548,0.220926,0.088978,0.033426
15177600,P,0.985550,0.187500,1.136416,0.230565,0.150866,0.043065
15181200,S,1.135970,0.187500,1.313774,0.229556,0.177804,0.042056
15184800,S,1.135970,0.187500,1.436339,0.261241,0.300369,0.073741
15188400,S,1.135970,0.187500,1.374218,0.233905,0.238248,0.046405
15192000,S,1.135970,0.187500,1.433958,0.200201,0.297988,0.012701
15195600,S,1.135970,0.187500,1.447433,0.206956,0.311463,0.019456
15199200,P,0.985550,0.187500,1.417562,0.223014,0.432012,0.035514
15202800,F,0.634570,0.187500,0.934066,0.188886,0.299496,0.001386
15206400,F,0.634570,0.187500,0.844304,0.212453,0.209734,0.024953
15210000,F,0.634570,0.187500,0.810036,0.213137,0.175466,0.025637
15213600,F,0.634570,0.187500,0.788013,0.163281,0.153443,-0.024219
15217200,F,0.634570,0.187500,0.841919,0.145724,0.207349,-0.041776
15220800,F,0.634570,0.187500,0.776969,0.170124,0.142399,-0.017376
15224400,F,0.634570,0.187500,0.776402,0.126067,0.141832,-0.061433
15228000,F,0.634570,0.187500,0.815249,0.140181,0.180679,-0.047319
15231600,V,0.283590,0.187500,0.439334,0.112965,0.155744,-0.074535
15235200,V,0.283590,0.187500,0.408724,0.162692,0.125134,-0.024808
15238800,V,0.283590,0.187500,0.458358,0.192370,0.174768,0.004870
15242400,V,0.283590,0.187500,0.468740,0.199504,0.185150,0.012004
15246000,V,0.283590,0.187500,0.457845,0.197790,0.174255,0.010290
15249600,F,0.634570,0.187500,0.791295,0.221853,0.156725,0.034353
15253200,F,0.634570,0.187500,0.805138,0.269863,0.170568,0.082363
15256800,F,0.634570,0.187500,0.783635,0.277165,0.149065,0.089665
15260400,F,0.634570,0.187500,0.770186,0.246023,0.135616,0.058523
15264000,P,0.985550,0.187500,1.090870,0.211672,0.105320,0.024172
15267600,S,1.135970,0.187500,1.150106,0.220377,0.014136,0.032877
15271200,S,1.135970,0.187500,1.069376,0.230545,-0.066594,0.043045
15274800,S,1.135970,0.187500,1.022697,0.243639,-0.113273,0.056139
15278400,S,1.135970,0.187500,1.064380,0.159313,-0.071590,-0.028187
15282000,S,1.135970,0.187500,1.056672,0.208852,-0.079298,0.021352
15285600,P,0.985550,0.187500,0.948421,0.237716,-0.037129,0.050216
15289200,F,0.634570,0.187500,0.619948,0.250999,-0.014622,0.063499
15292800,F,0.634570,0.187500,0.633858,0.254152,-0.000712,0.066652
15296400,F,0.634570,0.187500,0.697070,0.219229,0.062500,0.031729
15300000,F,0.634570,0.187500,0.701375,0.246965,0.066805,0.059465
15303600,F,0.634570,0.187500,0.667564,0.234962,0.032994,0.047462
15307200,F,0.634570,0.187500,0.672187,0.202595,0.037617,0.015095
15310800,F,0.634570,0.187500,0.581220,0.213296,-0.053350,0.025796
15314400,F,0.634570,0.187500,0.596014,0.253297,-0.038556,0.065797
15318000,V,0.283590,0.187500,0.315711,0.277346,0.032121,0.089846
15321600,V,0.283590,0.187500,0.296514,0.273149,0.012924,0.085649
15325200,V,0.283590,0.187500,0.331906,0.258901,0.048316,0.071401
15328800,V,0.283590,0.187500,0.358048,0.216735,0.074458,0.029235
15332400,V,0.283590,0.187500,0.338032,0.198134,0.054442,0.010634
15336000,F,0.634570,0.187500,0.716058,0.200052,0.081488,0.012552
15339600,F,0.634570,0.187500,0.781607,0.236614,0.147037,0.049114
15343200,F,0.634570,0.187500,0.771452,0.246091,0.136882,0.058591
15346800,F,0.634570,0.187500,0.822969,0.271456,0.188399,0.083956
15350400,P,0.985550,0.187500,1.096167,0.196450,0.110617,0.008950
15354000,S,1.135970,0.187500,1.181969,0.235846,0.045999,0.048346
15357600,S,1.135970,0.187500,1.108116,0.204679,-0.027854,0.017179
15361200,S,1.135970,0.187500,1.131390,0.198351,-0.004580,0.010851
15364800,S,1.135970,0.187500,1.238091,0.149008,0.102121,-0.038492
15368400,S,1.135970,0.187500,1.201888,0.179826,0.065918,-0.007674
15372000,P,0.985550,0.187500,0.985168,0.198851,-0.000382,0.011351
15375600,F,0.634570,0.187500,0.580353,0.217693,-0.054217,0.030193
15379200,F,0.634570,0.187500,0.629691,0.216749,-0.004879,0.029249
15382800,F,0.634570,0.187500,0.712479,0.249978,0.077909,0.062478
15386400,F,0.634570,0.187500,0.750255,0.268478,0.115685,0.080978
15390000,F,0.634570,0.187500,0.698587,0.231388,0.064017,0.043888
15393600,F,0.634570,0.187500,0.722433,0.222063,0.087863,0.034563
15397200,F,0.634570,0.187500,0.690202,0.211375,0.055632,0.023875
15400800,F,0.634570,0.187500,0.652070,0.201938,0.017500,0.014438
15404400,V,0.283590,0.187500,0.306434,0.237592,0.022844,0.050092
15408000,V,0.283590,0.187500,0.348871,0.216126,0.065281,0.028626
15411600,V,0.283590,0.187500,0.281520,0.211734,-0.002070,0.024234
15415200,V,0.283590,0.187500,0.290160,0.183561,0.006570,-0.003939
15418800,V,0.283590,0.187500,0.292271,0.203181,0.008681,0.015681
15422400,F,0.634570,0.187500,0.630763,0.217161,-0.003807,0.029661
15426000,F,0.634570,0.187500,0.716529,0.251835,0.081959,0.064335
15429600,F,0.634570,0.187500,0.658859,0.248491,0.024289,0.060991
15433200,F,0.634570,0.187500,0.611660,0.206130,-0.022910,0.018630
15436800,P,0.985550,0.187500,0.966973,0.198234,-0.018577,0.010734
15440400,S,1.135970,0.187500,1.179887,0.179026,0.043917,-0.008474
15444000,S,1.135970,0.187500,1.164161,0.244791,0.028191,0.057291
15447600,S,1.135970,0.187500,1.060361,0.310185,-0.075609,0.122685
15451200,S,1.135970,0.187500,1.002190,0.297185,-0.133780,0.109685
15454800,S,1.135970,0.187500,1.133538,0.380029,-0.002432,0.192529
15458400,P,0.985550,0.187500,0.971159,0.323175,-0.014391,0.135675
15462000,F,0.634570,0.187500,0.664369,0.309789,0.029799,0.122289
15465600,F,0.634570,0.187500,0.641837,0.275143,0.007267,0.087643
15469200,F,0.634570,0.187500,0.623992,0.255929,-0.010578,0.068429
15472800,F,0.634570,0.187500,0.726022,0.318559,0.091452,0.131059
15476400,F,0.634570,0.187500,0.728423,0.350978,0.093853,0.163478
15480000,F,0.634570,0.187500,0.732996,0.337994,0.098426,0.150494
15483600,F,0.634570,0.187500,0.786189,0.351045,0.151619,0.163545
15487200,F,0.634570,0.187500,0.739518,0.348559,0.104948,0.161059
15490800,V,0.283590,0.187500,0.362154,0.327550,0.078564,0.140050
15494400,V,0.283590,0.187500,0.360029,0.295595,0.076439,0.108095
15498000,V,0.283590,0.187500,0.341277,0.284110,0.057687,0.096610
15501600,V,0.283590,0.187500,0.344955,0.274521,0.061365,0.087021
15505200,V,0.283590,0.187500,0.381662,0.266098,0.098072,0.078598
15508800,F,0.634570,0.187500,0.741462,0.265620,0.106892,0.078120
15512400,F,0.634570,0.187500,0.633216,0.236681,-0.001354,0.049181
15516000,F,0.634570,0.187500,0.628465,0.189798,-0.006105,0.002298
15519600,F,0.634570,0.187500,0.631439,0.175964,-0.003131,-0.011536
15523200,P,0.985550,0.187500,0.969930,0.123453,-0.015620,-0.064047
15526800,S,1.135970,0.187500,1.155674,0.077929,0.019704,-0.109571
15530400,S,1.135970,0.187500,1.142747,0.056408,0.006777,-0.131092
15534000,S,1.135970,0.187500,1.151458,0.185403,0.015488,-0.002097
15537600,S,1.135970,0.187500,1.191790,0.245960,0.055820,0.058460
15541200,S,1.135970,0.187500,1.167846,0.276328,0.031876,0.088828
15544800,P,0.985550,0.187500,0.985138,0.291327,-0.000412,0.103827
15548400,F,0.634570,0.187500,0.741013,0.276304,0.106443,0.088804
15552000,F,0.634570,0.187500,0.711363,0.312572,0.076793,0.125072
15555600,F,0.634570,0.187500,0.698604,0.300145,0.064034,0.112645
15559200,F,0.634570,0.187500,0.590905,0.223576,-0.043665,0.036076
15562800,F,0.634570,0.187500,0.596083,0.204966,-0.038487,0.017466
15566400,F,0.634570,0.187500,0.581461,0.186146,-0.053109,-0.001354
15570000,F,0.634570,0.187500,0.561437,0.148796,-0.073133,-0.038704
15573600,F,0.634570,0.187500,0.594726,0.118072,-0.039844,-0.069428
15577200,V,0.283590,0.187500,0.271913,0.144123,-0.011677,-0.043377
15580800,V,0.283590,0.187500,0.259003,0.120731,-0.024587,-0.066769
15584400,V,0.283590,0.187500,0.178632,0.089947,-0.104958,-0.097553
15588000,V,0.283590,0.187500,0.233336,0.095727,-0.050254,-0.091773
15591600,V,0.283590,0.187500,0.196235,0.117380,-0.087355,-0.070120
15595200,F,0.634570,0.187500,0.626453,0.110509,-0.008117,-0.076991
15598800,F,0.634570,0.187500,0.671268,0.111514,0.036698,-0.075986
15602400,F,0.634570,0.187500,0.681642,0.107553,0.047072,-0.079947
15606000,F,0.634570,0.187500,0.613574,0.090582,-0.020996,-0.096918
15609600,P,0.985550,0.187500,0.946425,0.112459,-0.039125,-0.075041
15613200,S,1.135970,0.187500,1.053746,0.125505,-0.082224,-0.061995
15616800,S,1.135970,0.187500,1.055229,0.060769,-0.080741,-0.126731
15620400,S,1.135970,0.187500,1.068636,0.127769,-0.067334,-0.059731
15624000,S,1.135970,0.187500,0.948346,0.156533,-0.187624,-0.030967
15627600,S,1.135970,0.187500,1.036550,0.115864,-0.099420,-0.071636
15631200,P,0.985550,0.187500,0.909044,0.139019,-0.076506,-0.048481
15634800,F,0.634570,0.187500,0.544560,0.123415,-0.090010,-0.064085
15638400,F,0.634570,0.187500,0.560828,0.116717,-0.073742,-0.070783
15642000,V,0.283590,0.187500,0.247030,0.120370,-0.036560,-0.067130
15645600,V,0.283590,0.187500,0.240317,0.144720,-0.043273,-0.042780
15649200,V,0.283590,0.187500,0.181405,0.161405,-0.102185,-0.019306
15652800,V,0.283590,0.187500,0.173821,0.137473,-0.109769,-0.050027
15656400,V,0.283590,0.187500,0.192596,0.142889,-0.090994,-0.044611
15660000,F,0.634570,0.187500,0.540971,0.148706,-0.093599,-0.038794
15663600,F,0.634570,0.187500,0.512642,0.163739,-0.121928,-0.023761
15667200,F,0.634570,0.187500,0.508869,0.137449,-0.125701,-0.050051
15670800,F,0.634570,0.187500,0.468623,0.143943,-0.165947,-0.043557
15674400,F,0.634570,0.187500,0.442178,0.180909,-0.192392,-0.006591
15678000,F,0.634570,0.187500,0.409825,0.123410,-0.224745,-0.064090
15681600,F,0.634570,0.187500,0.451028,0.090626,-0.183542,-0.096874
15685200,F,0.634570,0.187500,0.453050,0.078941,-0.181520,-0.108559
15688800,F,0.634570,0.187500,0.455379,0.084183,-0.179191,-0.103317
15692400,F,0.634570,0.187500,0.545927,0.081368,-0.088643,-0.106132
15696000,P,0.985550,0.187500,0.946929,0.118927,-0.038621,-0.068573
15699600,S,1.135970,0.187500,1.129535,0.144471,-0.006435,-0.043029
15703200,S,1.135970,0.187500,1.081281,0.131961,-0.054689,-0.055539
15706800,S,1.135970,0.187500,1.020731,0.020000,-0.115239,-0.191645
15710400,S,1.135970,0.187500,0.892189,0.024157,-0.243781,-0.163343
15714000,S,1.135970,0.187500,1.003224,0.022917,-0.132746,-0.164583
15717600,P,0.985550,0.187500,0.883925,0.020000,-0.101625,-0.181261
15721200,F,0.634570,0.187500,0.509996,0.020000,-0.124574,-0.201327
15724800,F,0.634570,0.187500,0.498397,0.020000,-0.136173,-0.189902
15728400,V,0.283590,0.187500,0.179332,0.043738,-0.104258,-0.143762
15732000,V,0.283590,0.187500,0.146791,0.070554,-0.136799,-0.116946
15735600,V,0.283590,0.187500,0.163710,0.106521,-0.119880,-0.080979
15739200,V,0.283590,0.187500,0.172982,0.152982,-0.110608,-0.023652
15742800,V,0.283590,0.187500,0.225348,0.170697,-0.058242,-0.016803
15746400,F,0.634570,0.187500,0.594731,0.130187,-0.039839,-0.057313
15750000,F,0.634570,0.187500,0.535347,0.163383,-0.099223,-0.024117
15753600,F,0.634570,0.187500,0.493693,0.238087,-0.140877,0.050587
15757200,F,0.634570,0.187500,0.528831,0.235394,-0.105739,0.047894
15760800,F,0.634570,0.187500,0.527197,0.203189,-0.107373,0.015689
15764400,F,0.634570,0.187500,0.492468,0.195034,-0.142102,0.007534
15768000,F,0.634570,0.187500,0.577758,0.187751,-0.056812,0.000251
15771600,F,0.634570,0.187500,0.563695,0.141846,-0.070875,-0.045654
15775200,F,0.634570,0.187500,0.592123,0.138179,-0.042447,-0.049321
15778800,F,0.634570,0.187500,0.577903,0.125463,-0.056667,-0.062037
15782400,P,0.985550,0.187500,0.980235,0.152345,-0.005315,-0.035155
15786000,S,1.135970,0.187500,1.071019,0.090157,-0.064951,-0.097343
15789600,S,1.135970,0.187500,1.032780,0.051501,-0.103190,-0.135999
15793200,S,1.135970,0.187500,1.100804,0.092218,-0.035166,-0.095282
15796800,S,1.135970,0.187500,0.981764,0.109755,-0.154206,-0.077745
15800400,S,1.135970,0.187500,1.106171,0.121120,-0.029799,-0.066380
15804000,P,0.985550,0.187500,0.950965,0.087504,-0.034585,-0.099996
15807600,F,0.634570,0.187500,0.630828,0.063432,-0.003742,-0.124068
15811200,F,0.634570,0.187500,0.613191,0.096552,-0.021379,-0.090948
15814800,V,0.283590,0.187500,0.227395,0.124225,-0.056195,-0.063275
15818400,V,0.283590,0.187500,0.175593,0.111542,-0.107997,-0.075958
15822000,V,0.283590,0.187500,0.195221,0.119769,-0.088369,-0.067731
15825600,V,0.283590,0.187500,0.176112,0.084277,-0.107478,-0.103223
15829200,V,0.283590,0.187500,0.176074,0.078455,-0.107516,-0.109045
15832800,F,0.634570,0.187500,0.490357,0.086889,-0.144213,-0.100611
15836400,F,0.634570,0.187500,0.470911,0.141150,-0.163659,-0.046350
15840000,F,0.634570,0.187500,0.467240,0.125954,-0.167330,-0.061546
15843600,F,0.634570,0.187500,0.465742,0.135915,-0.168828,-0.051585
15847200,F,0.634570,0.187500,0.463196,0.151805,-0.171374,-0.035695
15850800,F,0.634570,0.187500,0.519861,0.145779,-0.114709,-0.041721
15854400,F,0.634570,0.187500,0.527542,0.140636,-0.107028,-0.046864
15858000,F,0.634570,0.187500,0.604941,0.136181,-0.029629,-0.051319
15861600,F,0.634570,0.187500,0.560037,0.129467,-0.074533,-0.058033
15865200,F,0.634570,0.187500,0.586951,0.158790,-0.047619,-0.028710
15868800,P,0.985550,0.187500,0.955738,0.136388,-0.029812,-0.051112
15872400,S,1.135970,0.187500,0.983128,0.114856,-0.152842,-0.072644
15876000,S,1.135970,0.187500,1.073142,0.122922,-0.062828,-0.064578
15879600,S,1.135970,0.187500,1.058182,0.102529,-0.077788,-0.084971
15883200,S,1.135970,0.187500,1.145895,0.122724,0.009925,-0.064776
15886800,S,1.135970,0.187500,1.062892,0.059630,-0.073078,-0.127870
15890400,P,0.985550,0.187500,0.924617,0.050786,-0.060933,-0.136714
15894000,F,0.634570,0.187500,0.533706,0.061921,-0.100864,-0.125579
15897600,F,0.634570,0.187500,0.565658,0.030688,-0.068912,-0.156812
15901200,V,0.283590,0.187500,0.228257,0.048400,-0.055333,-0.139100
15904800,V,0.283590,0.187500,0.233193,0.068238,-0.050397,-0.119262
15908400,V,0.283590,0.187500,0.295904,0.105048,0.012314,-0.082452
15912000,V,0.283590,0.187500,0.309774,0.116342,0.026184,-0.071158
15915600,V,0.283590,0.187500,0.295961,0.103549,0.012371,-0.083951
15919200,F,0.634570,0.187500,0.565451,0.139656,-0.069119,-0.047844
15922800,F,0.634570,0.187500,0.519266,0.108728,-0.115304,-0.078772
15926400,F,0.634570,0.187500,0.507101,0.090226,-0.127469,-0.097274
15930000,F,0.634570,0.187500,0.555016,0.087547,-0.079554,-0.099953
15933600,F,0.634570,0.187500,0.575252,0.118899,-0.059318,-0.068601
15937200,F,0.634570,0.187500,0.530290,0.164095,-0.104280,-0.023405
15940800,F,0.634570,0.187500,0.533137,0.174622,-0.101433,-0.012878
15944400,F,0.634570,0.187500,0.467673,0.159239,-0.166897,-0.028261
15948000,F,0.634570,0.187500,0.458355,0.127189,-0.176215,-0.060311
15951600,F,0.634570,0.187500,0.430353,0.174478,-0.204217,-0.013022
15955200,P,0.985550,0.187500,0.822409,0.143784,-0.163141,-0.043716
15958800,S,1.135970,0.187500,1.022356,0.157459,-0.113614,-0.030041
15962400,S,1.135970,0.187500,1.166818,0.164686,0.030848,-0.022814
15966000,S,1.135970,0.187500,1.224645,0.193689,0.088675,0.006189
15969600,S,1.135970,0.187500,1.158483,0.177061,0.022513,-0.010439
15973200,S,1.135970,0.187500,1.193007,0.183774,0.057037,-0.003726
15976800,P,0.985550,0.187500,0.959139,0.181814,-0.026411,-0.005686
15980400,F,0.634570,0.187500,0.593932,0.188665,-0.040638,0.001165
15984000,F,0.634570,0.187500,0.575959,0.145362,-0.058611,-0.042138
15987600,V,0.283590,0.187500,0.184045,0.164045,-0.099545,0.005838
15991200,V,0.283590,0.187500,0.211479,0.191479,-0.072111,0.030934
15994800,V,0.283590,0.187500,0.203459,0.183459,-0.080131,0.037742
15998400,V,0.283590,0.187500,0.222922,0.202922,-0.060668,0.051082
16002000,V,0.283590,0.187500,0.176881,0.156881,-0.106709,0.023502
16005600,F,0.634570,0.187500,0.577127,0.203564,-0.057443,0.016064
16009200,F,0.634570,0.187500,0.596810,0.231351,-0.037760,0.043851
16012800,F,0.634570,0.187500,0.668497,0.226216,0.033927,0.038716
16016400,F,0.634570,0.187500,0.669775,0.199929,0.035205,0.012429
16020000,F,0.634570,0.187500,0.621653,0.199917,-0.012917,0.012417
16023600,F,0.634570,0.187500,0.624251,0.174730,-0.010319,-0.012770
16027200,F,0.634570,0.187500,0.587243,0.178609,-0.047327,-0.008891
16030800,F,0.634570,0.187500,0.571539,0.139841,-0.063031,-0.047659
16034400,F,0.634570,0.187500,0.607803,0.153138,-0.026767,-0.034362
16038000,F,0.634570,0.187500,0.698045,0.148203,0.063475,-0.039297
16041600,P,0.985550,0.187500,0.999628,0.121375,0.014078,-0.066125
16045200,S,1.135970,0.187500,1.147185,0.155950,0.011215,-0.031550
16048800,S,1.135970,0.187500,1.114334,0.214157,-0.021636,0.026657
16052400,S,1.135970,0.187500,1.150914,0.249052,0.014944,0.061552
16056000,S,1.135970,0.187500,1.156330,0.164315,0.020360,-0.023185
16059600,S,1.135970,0.187500,1.125562,0.108886,-0.010408,-0.078614
